qseqid; sseqid; pident; length; mismatch; gapopen; qstart; qend; sstart; send; evalue; bitscore;
EDS07887.1;NC_008618.1 Bifidobacterium adolescentis ATCC 15703 DNA, complete genome;25.731;342;233;10;18;348;417228;418223;8.42E-11;68.9;
EDS07887.1;NZ_KE992967.1 [Clostridium] symbiosum ATCC 14940 Scaffold452, whole genome shotgun sequence;28.509;228;149;6;20;242;10787;10131;1.06E-14;80.9;
EDS07887.1;NZ_KE992967.1 [Clostridium] symbiosum ATCC 14940 Scaffold452, whole genome shotgun sequence;29.911;224;142;7;14;230;14237;13590;8.31E-14;78.2;
EDS07887.1;NZ_KE992823.1 [Clostridium] symbiosum ATCC 14940 Scaffold1401, whole genome shotgun sequence;30.303;198;123;3;20;213;42275;41715;1.96E-14;80.1;
EDS07887.1;NZ_DS480685.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_26, whole genome shotgun sequence;31.076;251;133;11;18;240;12651;11935;2.62E-14;79.7;
EDS07887.1;NZ_DS544185.1 Anaerotruncus colihominis DSM 17241 Scfld_02_18, whole genome shotgun sequence;28.512;242;148;6;18;239;127019;126309;5.21E-14;79;
EDS07887.1;NZ_GG662010.1 Coprococcus comes ATCC 27758 Scfld5, whole genome shotgun sequence;26.946;334;215;12;27;346;16347;15391;1.98E-13;77;
EDS07887.1;NZ_GG705262.1 Providencia rettgeri DSM 1131 Scfld0, whole genome shotgun sequence;28.012;332;218;8;28;346;1893379;1892408;5.57E-13;75.9;
EDS07887.1;QEKH01000014.1 Victivallis vadensis strain DSM 14823 Ga0215691_114, whole genome shotgun sequence;29.646;226;131;8;18;223;68351;67698;7.07E-13;75.5;
EDS07887.1;NZ_ACCL02000023.1 Marvinbryantia formatexigens DSM 14469 B_formatexigens-1.0.1_Cont22.1, whole genome shotgun sequence;37.288;118;59;4;18;128;25242;24913;1.33E-12;74.7;
EDS07887.1;NZ_GG692710.1 Collinsella intestinalis DSM 13280 Scfld_02_0, whole genome shotgun sequence;27.545;334;211;12;18;333;961618;960656;2.94E-12;73.6;
EDS07887.1;NZ_AAVM02000004.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont60, whole genome shotgun sequence;28.98;245;144;8;18;240;12927;13637;3.99E-12;73.2;
EDS07887.1;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;28.98;245;144;8;18;240;2037546;2036836;3.99E-12;73.2;
EDS07887.1;NZ_GG688319.1 Bacteroides finegoldii DSM 17565 Scfld2, whole genome shotgun sequence;28.395;243;144;8;18;238;240449;239745;1.24E-11;71.6;
EDS07887.1;NZ_DS362249.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_32, whole genome shotgun sequence;28.807;243;143;8;18;238;410760;410056;1.36E-11;71.6;
EDS07887.1;NZ_GG657595.1 [Clostridium] asparagiforme DSM 15981 Scfld9, whole genome shotgun sequence;31.004;229;139;8;18;239;291735;291085;2.55E-11;70.5;
EDS07887.1;NZ_EQ973637.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld9, whole genome shotgun sequence;35.821;134;68;7;22;145;197189;197566;6.03E-11;69.3;
EDS07887.1;CVOZ01000028.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig1.3, whole genome shotgun sequence;28.085;235;137;8;28;238;11708;11028;8.07E-11;68.9;
EDS07887.1;NZ_GG705270.1 Providencia rettgeri DSM 1131 Scfld8, whole genome shotgun sequence;29.412;153;96;3;28;176;75196;74762;8.17E-11;68.9;
EDS07887.1;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;28.807;243;143;8;18;238;782598;783302;8.20E-11;68.9;
EDS07887.1;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;26.354;277;184;7;23;293;677162;677950;3.62E-08;60.8;
EDS07887.1;NZ_JGDE01000045.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.44, whole genome shotgun sequence;27.984;243;145;8;18;238;39218;39922;9.41E-11;68.9;
EDS07887.1;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;27.572;243;146;8;18;238;820339;821043;1.16E-10;68.6;
EDS07887.1;NZ_DS995533.1 Bacteroides dorei DSM 17855 Scfld5, whole genome shotgun sequence;27.049;244;148;8;18;239;81701;82408;1.32E-10;68.6;
EDS07887.1;NZ_DS995533.1 Bacteroides dorei DSM 17855 Scfld5, whole genome shotgun sequence;33.103;145;75;6;32;161;169186;169599;1.50E-07;58.9;
EDS07887.1;NZ_CVOY01000006.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;28.511;235;136;8;28;238;74981;74301;1.46E-10;68.2;
EDS07887.1;NZ_DS499667.1 Bacteroides stercoris ATCC 43183 Scfld_02_6, whole genome shotgun sequence;27.984;243;145;8;18;238;9893;10597;1.84E-10;67.8;
EDS07887.1;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;27.572;243;146;8;18;238;3477147;3477851;2.03E-10;67.8;
EDS07887.1;JGCP01002412.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2458, whole genome shotgun sequence;27.984;243;145;9;18;238;4520;5224;2.19E-10;67.8;
EDS07887.1;NZ_DS996842.1 Holdemanella biformis DSM 3989 Scfld6, whole genome shotgun sequence;27.419;248;140;8;18;238;209702;208998;3.82E-10;67;
EDS07887.1;JGCP01000929.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.946, whole genome shotgun sequence;24.706;340;228;11;23;348;984;1961;4.50E-10;66.2;
EDS07886.1;NZ_DS499698.1 [Clostridium] scindens ATCC 35704 Scfld_02_20, whole genome shotgun sequence;100;327;0;0;1;327;89655;90635;0;634;
EDS07886.1;NZ_DS499698.1 [Clostridium] scindens ATCC 35704 Scfld_02_20, whole genome shotgun sequence;35.065;308;194;5;21;326;61039;60128;8.37E-38;148;
EDS07886.1;NZ_GG657595.1 [Clostridium] asparagiforme DSM 15981 Scfld9, whole genome shotgun sequence;40.418;287;166;3;28;313;345552;344704;1.64E-53;194;
EDS07886.1;NZ_GG657595.1 [Clostridium] asparagiforme DSM 15981 Scfld9, whole genome shotgun sequence;40.741;270;152;5;60;326;402646;401852;4.11E-48;178;
EDS07886.1;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;40.83;289;167;4;30;317;155283;156140;4.90E-53;192;
EDS07886.1;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;32.886;298;192;3;22;316;1854924;1855802;7.90E-30;125;
EDS07886.1;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;42.045;264;145;4;54;312;2192225;2191443;6.85E-53;192;
EDS07886.1;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;38.929;280;167;3;47;325;3464465;3463635;1.38E-50;185;
EDS07886.1;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;30.385;260;179;2;60;319;960760;961533;1.03E-27;119;
EDS07886.1;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;42.045;264;145;4;54;312;2435248;2434466;7.76E-53;192;
EDS07886.1;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;39.643;280;165;3;47;325;3799403;3798573;7.18E-52;189;
EDS07886.1;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;30.385;260;179;2;60;319;1160536;1161309;4.56E-28;120;
EDS07886.1;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;39.159;309;181;5;21;327;518419;517508;2.48E-52;190;
EDS07886.1;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;30.435;299;204;4;26;322;2260819;2259929;1.54E-30;127;
EDS07886.1;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;41.667;264;146;4;54;312;2477414;2476632;2.83E-52;190;
EDS07886.1;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;40.449;267;155;3;47;312;3804375;3803584;3.96E-51;187;
EDS07886.1;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;30;260;180;2;60;319;1257043;1257816;1.46E-27;118;
EDS07886.1;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;26.749;243;157;8;60;288;73882;74589;3.40E-08;60.5;
EDS07886.1;NZ_DS995528.1 Bacteroides dorei DSM 17855 Scfld0, whole genome shotgun sequence;38.835;309;182;5;21;327;104826;105737;2.85E-52;190;
EDS07886.1;NZ_DS264265.1 Eubacterium ventriosum ATCC 27560 Scfld023, whole genome shotgun sequence;44.015;259;141;3;60;317;120994;120227;3.11E-52;190;
EDS07886.1;NZ_DS264282.1 Eubacterium ventriosum ATCC 27560 Scfld0220, whole genome shotgun sequence;43.75;272;148;4;49;317;44042;43233;5.31E-52;189;
EDS07886.1;NZ_GG692741.1 Roseburia intestinalis L1-82 Scfld28, whole genome shotgun sequence;42.857;259;145;3;60;317;5015;4245;4.15E-50;184;
EDS07886.1;NZ_DS362248.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_31, whole genome shotgun sequence;37.662;308;185;5;21;326;9278;8370;4.64E-50;184;
EDS07886.1;NZ_DS995350.1 Tyzzerella nexilis DSM 1787 Scfld19, whole genome shotgun sequence;42.471;259;146;3;60;317;5099;4329;1.11E-49;182;
EDS07886.1;NC_012781.1 [Eubacterium] rectale ATCC 33656, complete genome;43.243;259;144;3;60;317;302528;303298;2.11E-49;182;
EDS07886.1;NC_012781.1 [Eubacterium] rectale ATCC 33656, complete genome;37.201;293;180;4;26;317;2328598;2327729;1.01E-46;174;
EDS07886.1;NC_012781.1 [Eubacterium] rectale ATCC 33656, complete genome;29.766;299;195;4;33;325;2064027;2063158;1.29E-27;119;
EDS07886.1;NZ_AAVN02000005.1 Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont930, whole genome shotgun sequence;42.708;288;161;4;40;325;63590;64447;2.94E-49;181;
EDS07886.1;NZ_DS480669.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_10, whole genome shotgun sequence;38.652;282;167;5;30;310;171259;170429;3.37E-49;181;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;38.652;282;167;5;30;310;5429599;5428769;3.38E-49;181;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;37.785;307;184;5;21;325;2861908;2862813;2.46E-45;170;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;40.52;269;155;4;60;327;237920;237126;1.53E-44;168;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;34.951;309;195;5;21;327;6480060;6479146;3.70E-40;155;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;31.148;244;162;3;60;301;3429828;3430547;9.42E-25;110;
EDS07886.1;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;27.402;281;173;10;22;281;285775;284963;2.86E-07;57.8;
EDS07886.1;NZ_DS996850.1 Holdemanella biformis DSM 3989 Scfld14, whole genome shotgun sequence;41.603;262;145;4;60;319;116083;115316;1.10E-48;180;
EDS07886.1;NZ_GG667643.1 Hungatella hathewayi DSM 13479 Scfld36, whole genome shotgun sequence;37.651;332;185;7;1;327;43732;44676;3.10E-48;178;
EDS07886.1;NZ_DS499703.1 [Clostridium] scindens ATCC 35704 Scfld_02_25, whole genome shotgun sequence;37.888;322;185;4;11;319;56487;57446;4.18E-48;178;
EDS07886.1;NZ_DS990163.1 Ruminococcus lactaris ATCC 29176 Scfld_02_0, whole genome shotgun sequence;40.614;293;170;4;26;317;134998;135867;1.15E-47;177;
EDS07886.1;NZ_AAXA02000015.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont399, whole genome shotgun sequence;39.855;276;158;5;47;319;778056;778868;1.88E-47;176;
EDS07886.1;NZ_GG698590.1 Blautia hansenii DSM 20583 Scfld2, whole genome shotgun sequence;41.852;270;154;3;51;319;338622;339425;2.21E-47;176;
EDS07886.1;NZ_ACCL02000033.1 Marvinbryantia formatexigens DSM 14469 B_formatexigens-1.0.1_Cont32.1, whole genome shotgun sequence;40.614;293;170;4;26;317;25451;26320;8.11E-47;174;
EDS07886.1;NZ_DS544190.1 Anaerotruncus colihominis DSM 17241 Scfld_02_23, whole genome shotgun sequence;38.947;285;169;4;34;316;45937;46782;5.00E-46;172;
EDS07886.1;NZ_DS544190.1 Anaerotruncus colihominis DSM 17241 Scfld_02_23, whole genome shotgun sequence;35.338;266;168;3;60;323;195009;195800;1.02E-30;127;
EDS07886.1;NZ_PUEL01000004.1 [Ruminococcus] gnavus ATCC 29149 Ruminococcus_gnavus.1cell.HGAP3_contig4, whole genome shotgun sequence;42.857;259;145;3;60;317;2089383;2088613;1.07E-45;171;
EDS07886.1;NZ_PUEL01000004.1 [Ruminococcus] gnavus ATCC 29149 Ruminococcus_gnavus.1cell.HGAP3_contig4, whole genome shotgun sequence;34.727;311;195;5;21;326;2666757;2667680;3.13E-36;144;
EDS07886.1;NZ_PUEL01000004.1 [Ruminococcus] gnavus ATCC 29149 Ruminococcus_gnavus.1cell.HGAP3_contig4, whole genome shotgun sequence;30.928;291;173;5;38;317;794583;793762;2.31E-27;118;
EDS07886.1;NZ_GG667661.1 Hungatella hathewayi DSM 13479 Scfld54, whole genome shotgun sequence;42.292;253;139;4;60;307;11831;12583;1.98E-45;170;
EDS07886.1;NZ_DS480676.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_17, whole genome shotgun sequence;37.785;307;184;5;21;325;208042;207137;2.45E-45;170;
EDS07886.1;NZ_DS264382.1 [Ruminococcus] torques ATCC 27756 Scfld0239, whole genome shotgun sequence;42.912;261;146;3;60;319;16851;17627;5.82E-45;169;
EDS07886.1;NZ_GG662008.1 Coprococcus comes ATCC 27758 Scfld3, whole genome shotgun sequence;44.395;223;122;2;60;281;7280;6615;7.29E-45;169;
EDS07886.1;NZ_DS480723.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_64, whole genome shotgun sequence;40.52;269;155;4;60;327;63515;64309;1.52E-44;168;
EDS07886.1;NZ_DS480723.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_64, whole genome shotgun sequence;27.402;281;173;10;22;281;15660;16472;2.85E-07;57.8;
EDS07886.1;NZ_AAVN02000007.1 Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont985, whole genome shotgun sequence;40;270;157;4;52;318;31218;32021;3.17E-44;167;
EDS07886.1;NZ_DS544186.1 Anaerotruncus colihominis DSM 17241 Scfld_02_19, whole genome shotgun sequence;38.291;316;184;6;5;317;56292;55369;6.15E-44;166;
EDS07886.1;NZ_GG667648.1 Hungatella hathewayi DSM 13479 Scfld41, whole genome shotgun sequence;38.433;268;161;3;60;326;2203;1409;7.06E-44;166;
EDS07886.1;NZ_GG657592.1 [Clostridium] asparagiforme DSM 15981 Scfld6, whole genome shotgun sequence;40.755;265;155;2;60;323;2680669;2679878;8.69E-44;166;
EDS07886.1;NZ_GG657592.1 [Clostridium] asparagiforme DSM 15981 Scfld6, whole genome shotgun sequence;34.416;308;190;9;14;313;2356058;2355147;1.07E-31;130;
EDS07886.1;NZ_GG704770.1 Subdoligranulum variabile DSM 15176 Scfld1, whole genome shotgun sequence;38.06;268;163;3;60;326;6326;7123;1.37E-43;165;
EDS07886.1;NZ_GG704770.1 Subdoligranulum variabile DSM 15176 Scfld1, whole genome shotgun sequence;36.426;291;181;4;28;317;215601;216464;1.02E-36;145;
EDS07886.1;NZ_KE992967.1 [Clostridium] symbiosum ATCC 14940 Scaffold452, whole genome shotgun sequence;36.977;311;189;5;19;327;15212;14295;1.59E-43;165;
EDS07886.1;NZ_GG667677.1 Hungatella hathewayi DSM 13479 Scfld70, whole genome shotgun sequence;38.835;309;179;7;16;322;17929;18831;2.59E-42;161;
EDS07886.1;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;34.812;293;185;5;28;317;709463;708594;1.06E-41;159;
EDS07886.1;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;30.769;299;203;4;28;324;2841895;2842785;7.21E-34;137;
EDS07886.1;NZ_GG692711.1 Collinsella intestinalis DSM 13280 Scfld_02_1, whole genome shotgun sequence;37.906;277;167;4;52;325;23654;22830;3.56E-41;158;
EDS07886.1;NZ_GG692711.1 Collinsella intestinalis DSM 13280 Scfld_02_1, whole genome shotgun sequence;27.17;265;170;8;50;297;69274;68498;1.09E-12;74.3;
EDS07886.1;NZ_DS544185.1 Anaerotruncus colihominis DSM 17241 Scfld_02_18, whole genome shotgun sequence;39.033;269;160;3;60;327;119250;118453;5.91E-41;157;
EDS07886.1;NZ_GG667686.1 Hungatella hathewayi DSM 13479 Scfld79, whole genome shotgun sequence;35.484;310;188;6;21;325;3887;2979;6.63E-41;157;
EDS07886.1;NZ_DS996843.1 Holdemanella biformis DSM 3989 Scfld7, whole genome shotgun sequence;36.893;309;185;4;19;326;233309;232410;6.69E-41;157;
EDS07886.1;NZ_DS996843.1 Holdemanella biformis DSM 3989 Scfld7, whole genome shotgun sequence;39.847;261;153;3;60;319;244454;243681;1.41E-40;156;
EDS07886.1;NZ_DS996843.1 Holdemanella biformis DSM 3989 Scfld7, whole genome shotgun sequence;26.99;289;200;8;23;306;154069;154917;7.58E-15;80.9;
EDS07886.1;NZ_DS480683.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_24, whole genome shotgun sequence;34.951;309;195;5;21;327;58433;57519;3.68E-40;155;
EDS07886.1;NZ_ACEP01000106.1 [Eubacterium] hallii DSM 3353 E_hallii-1.0_Cont365.1, whole genome shotgun sequence;34.749;259;165;2;60;317;9431;10198;1.88E-39;153;
EDS07886.1;NZ_ACEP01000106.1 [Eubacterium] hallii DSM 3353 E_hallii-1.0_Cont365.1, whole genome shotgun sequence;34.448;299;190;5;21;317;35117;36001;1.87E-38;150;
EDS07886.1;NZ_GG704863.1 Enterobacter cancerogenus ATCC 35316 Scfld0, whole genome shotgun sequence;36.33;267;166;3;60;325;2012671;2011880;6.66E-39;151;
EDS07886.1;NZ_GG704772.1 Subdoligranulum variabile DSM 15176 Scfld3, whole genome shotgun sequence;35.739;291;183;4;28;317;44998;44135;8.08E-39;151;
EDS07886.1;NZ_GG704769.1 Subdoligranulum variabile DSM 15176 Scfld0, whole genome shotgun sequence;36.082;291;182;4;28;317;14262;13399;1.12E-38;150;
EDS07886.1;NZ_GG704769.1 Subdoligranulum variabile DSM 15176 Scfld0, whole genome shotgun sequence;34.237;295;188;5;21;313;61204;62076;1.41E-34;139;
EDS07886.1;NZ_GG704769.1 Subdoligranulum variabile DSM 15176 Scfld0, whole genome shotgun sequence;31.613;155;102;4;28;181;963668;963213;1.05E-10;68.2;
EDS07886.1;NZ_GG667681.1 Hungatella hathewayi DSM 13479 Scfld74, whole genome shotgun sequence;38.431;255;144;4;14;267;21744;21016;1.66E-37;147;
EDS07886.1;NZ_DS499654.1 Erysipelatoclostridium ramosum DSM 1402 Scfld_02_5, whole genome shotgun sequence;32.915;319;189;7;14;327;494370;495266;1.14E-36;145;
EDS07886.1;NZ_DS264270.1 Eubacterium ventriosum ATCC 27560 Scfld028, whole genome shotgun sequence;34.962;266;160;4;60;322;130607;129840;1.75E-35;141;
EDS07886.1;NZ_AAVM02000003.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont1328, whole genome shotgun sequence;30.897;301;204;4;26;324;171018;170122;3.40E-34;138;
EDS07886.1;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;30.897;301;204;4;26;324;2533958;2534854;3.40E-34;138;
EDS07886.1;CVOZ01000033.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig1.8, whole genome shotgun sequence;30.233;301;206;4;26;324;56026;56922;2.10E-33;135;
EDS07886.1;NZ_CVOY01000004.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;30.233;301;206;4;26;324;16373;15477;2.10E-33;135;
EDS07886.1;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;30.233;301;206;4;26;324;882473;881577;2.11E-33;135;
EDS07886.1;NZ_DS995509.1 Bacteroides eggerthii DSM 20697 Scfld1, whole genome shotgun sequence;30.492;305;207;5;23;324;308482;307574;5.34E-33;134;
EDS07886.1;NZ_DS362220.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_3, whole genome shotgun sequence;30.479;292;199;4;28;317;227049;227918;1.40E-32;133;
EDS07886.1;NZ_JGDE01000029.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.28, whole genome shotgun sequence;33.84;263;171;3;60;320;56625;55840;2.60E-32;132;
EDS07886.1;JGCP01000335.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.343, whole genome shotgun sequence;33.84;263;171;3;60;320;10772;11557;2.84E-32;132;
EDS07886.1;JGCP01002379.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2423, whole genome shotgun sequence;33.84;263;171;3;60;320;46606;45821;2.84E-32;132;
EDS07886.1;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;33.84;263;171;3;60;320;2923509;2922724;2.87E-32;132;
EDS07886.1;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;25.714;315;222;6;15;326;1585432;1584515;6.69E-16;84;
EDS07886.1;JGCP01000867.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.882, whole genome shotgun sequence;31.633;294;197;4;26;317;965;1840;4.12E-32;131;
EDS07886.1;NZ_DS264584.1 Bacteroides ovatus ATCC 8483 Scfld0231, whole genome shotgun sequence;31.633;294;197;4;26;317;284623;283748;5.36E-32;131;
EDS07886.1;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;31.633;294;197;4;26;317;3161127;3162002;5.36E-32;131;
EDS07886.1;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;31.633;294;197;4;26;317;373560;372685;5.46E-32;131;
EDS07886.1;NZ_GG657587.1 [Clostridium] asparagiforme DSM 15981 Scfld1, whole genome shotgun sequence;30.556;288;190;5;40;325;821211;822050;1.80E-31;130;
EDS07886.1;NZ_DS995536.1 Bacteroides dorei DSM 17855 Scfld8, whole genome shotgun sequence;29.431;299;207;4;26;322;378895;379785;4.73E-30;125;
EDS07886.1;NZ_GG688320.1 Bacteroides finegoldii DSM 17565 Scfld3, whole genome shotgun sequence;29.795;292;201;4;28;317;281488;282357;7.73E-30;125;
EDS07886.1;NZ_DS499676.1 Bacteroides stercoris ATCC 43183 Scfld_02_15, whole genome shotgun sequence;30.1;299;205;4;28;324;578064;578954;7.74E-30;125;
EDS07886.1;NZ_EQ973491.1 Bacteroides cellulosilyticus DSM 14838 Scfld5, whole genome shotgun sequence;29.592;294;203;4;28;319;377200;376325;7.75E-30;125;
EDS07886.1;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;29.592;294;203;4;28;319;209297;210172;1.16E-29;124;
EDS07886.1;NC_000913.3 Escherichia coli str. K-12 substr. MG1655, complete genome;36.154;260;158;4;60;318;439100;438342;2.55E-29;124;
EDS07886.1;NZ_DS996456.1 Parabacteroides johnsonii DSM 18315 Scfld16, whole genome shotgun sequence;30.375;293;201;3;28;319;290834;289962;2.73E-29;123;
EDS07886.1;NZ_DS264543.1 Parabacteroides merdae ATCC 43184 Scfld0283, whole genome shotgun sequence;30.584;291;199;3;28;317;27784;28650;3.61E-29;123;
EDS07886.1;NZ_GG661996.1 Proteus penneri ATCC 35198 genomic scaffold Scfld2, whole genome shotgun sequence;35.206;267;153;5;60;319;791418;792179;4.13E-29;123;
EDS07886.1;NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete genome;31.229;301;200;4;26;325;372524;373408;6.15E-29;122;
EDS07886.1;NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete genome;27.273;253;162;10;49;285;1056059;1055319;4.23E-07;57.4;
EDS07886.1;NZ_ACEP01000011.1 [Eubacterium] hallii DSM 3353 E_hallii-1.0_Cont10.1, whole genome shotgun sequence;29.861;288;191;5;17;298;19574;20422;1.30E-28;121;
EDS07886.1;NZ_DS264284.1 Eubacterium ventriosum ATCC 27560 Scfld0222, whole genome shotgun sequence;34.256;289;170;8;25;301;144020;143178;1.51E-28;121;
EDS07886.1;NC_009615.1 Parabacteroides distasonis ATCC 8503, complete genome;29.568;301;205;4;28;327;3159114;3158230;1.89E-28;121;
EDS07886.1;NZ_ABXW01000004.1 Providencia alcalifaciens DSM 30120 P_alcalifaciens-1.0_Cont3.1, whole genome shotgun sequence;33.585;265;156;5;60;317;141254;140499;1.72E-27;118;
EDS07886.1;NZ_AAXA02000003.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont39, whole genome shotgun sequence;32.463;268;179;2;60;327;25120;25917;1.86E-27;118;
EDS07886.1;NZ_GG704864.1 Enterobacter cancerogenus ATCC 35316 Scfld1, whole genome shotgun sequence;33.846;260;164;4;60;318;137859;137101;1.93E-27;118;
EDS07886.1;NZ_GG698589.1 Blautia hansenii DSM 20583 Scfld1, whole genome shotgun sequence;31.724;290;185;6;33;317;218497;219342;2.10E-27;118;
EDS07886.1;NZ_GG667622.1 Hungatella hathewayi DSM 13479 Scfld15, whole genome shotgun sequence;30.851;282;182;6;25;301;66639;67460;2.69E-27;117;
EDS07886.1;NZ_GG705265.1 Providencia rettgeri DSM 1131 Scfld3, whole genome shotgun sequence;33.585;265;156;5;60;317;155499;156254;4.07E-27;117;
EDS07886.1;NZ_EQ973643.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld15, whole genome shotgun sequence;30.566;265;171;5;60;317;652762;653538;7.73E-27;116;
EDS07886.1;NZ_GG739633.1 Edwardsiella tarda ATCC 23685 Scfld4, whole genome shotgun sequence;33.208;265;157;5;60;317;373885;373130;8.26E-27;116;
EDS07886.1;NZ_DS264344.1 [Ruminococcus] torques ATCC 27756 Scfld021, whole genome shotgun sequence;29.492;295;195;5;15;301;6063;6932;8.47E-27;116;
EDS07886.1;NZ_DS499697.1 [Clostridium] scindens ATCC 35704 Scfld_02_19, whole genome shotgun sequence;32.576;264;172;4;38;301;60279;61052;1.07E-26;116;
